COD_ID,DIST,POS,NOME,DESCR,Shape_Length,Shape_Area,geometry
12912328,6600,PD,SE UIRAUNA, ,0.0013726363908358314,1.0577895105180937e-07,"MULTIPOLYGON (((-38.415870578564295 -6.5282105377860375, -38.41589496817818 -6.527970122922795, -38.41566558709712 -6.527949798244549, -38.41566210312351 -6.527923085681834, -38.41554450957142 -6.527917568341081, -38.41553652449096 -6.527973752586547, -38.415512860629974 -6.527972445871626, -38.41548876059778 -6.527984640678596, -38.41546582248969 -6.528003223370035, -38.415455950631554 -6.52802064503669, -38.4154510151522 -6.528041841157972, -38.415446949317186 -6.528075376877098, -38.415439981370014 -6.52812531802897, -38.41543330300448 -6.528179614597491, -38.415870578564295 -6.5282105377860375)))"
12912329,6600,PD,SE COREMAS, ,0.004245524290472218,9.251684990007462e-07,"MULTIPOLYGON (((-37.94288557081239 -7.021027536491545, -37.941972729258 -7.021053787702101, -37.94199301346674 -7.021251634954922, -37.94181771851288 -7.0212267291302055, -37.94182874510045 -7.021354913998039, -37.94201350541891 -7.0213572297523115, -37.94203617732768 -7.022180687688547, -37.94292129548137 -7.021924555373857, -37.94288557081239 -7.021027536491545)))"
12912330,6600,PD,SE MALTA, ,0.003584019339885576,8.031505553621468e-07,"MULTIPOLYGON (((-37.526455663797776 -6.9036135277420385, -37.52610911364462 -6.903516962138042, -37.52557991747915 -6.903374164186289, -37.525337415289414 -6.904247246712998, -37.52620212512795 -6.9044565540266944, -37.526455663797776 -6.9036135277420385)))"
12912331,6600,PD,SE SAO GONÇALO, ,0.0011271697194590383,7.411439690527241e-08,"MULTIPOLYGON (((-38.313394300006905 -6.844360886245852, -38.31318871318854 -6.844337978714691, -38.313179503231424 -6.844702676287454, -38.31337460125678 -6.844719597931032, -38.313387314073225 -6.84462635801998, -38.313394300006905 -6.844360886245852)))"
12912332,6600,PD,SE ARARUNA, ,0.002878423733977197,4.1871933861666245e-07,"MULTIPOLYGON (((-35.73322972257358 -6.534480763976035, -35.73318312060451 -6.534491652068027, -35.7331025467451 -6.5343845113361, -35.73297058022803 -6.534440694682246, -35.73326064486281 -6.535127530311229, -35.733673530808744 -6.534955059228537, -35.7336506304722 -6.534526401871915, -35.733638688374754 -6.534181552336747, -35.73322623770065 -6.534335295937126, -35.73322754441563 -6.534448098800681, -35.73322972257358 -6.534480763976035)))"
12912333,6600,PD,SE MONTEIRO, ,0.0018886482521721564,2.0786572568728325e-07,"MULTIPOLYGON (((-37.119719989785665 -7.901689229274439, -37.119719989785665 -7.901689229274439, -37.11949195049306 -7.901426650619385, -37.11944524779989 -7.9014676668992365, -37.119407554514964 -7.901421388686117, -37.119110015614694 -7.901688835371431, -37.11940178446474 -7.902095179648768, -37.119616380691355 -7.901782065389966, -37.119719989785665 -7.901689229274439)))"
12912334,6600,PD,SE PICUI, ,0.004106110244489714,8.872354701210381e-07,"MULTIPOLYGON (((-36.3572188977339 -6.511372478057353, -36.356566000720306 -6.510925266787581, -36.356201831948965 -6.511762869260963, -36.35605605814055 -6.512097367599381, -36.35598302779448 -6.512171266690586, -36.35594900913941 -6.512283414847673, -36.35647466197605 -6.51240798264223, -36.3572188977339 -6.511372478057353)))"
12912335,6600,PD,SE CUITÉ, ,0.0028782910849223277,5.176219907250129e-07,"MULTIPOLYGON (((-36.15821867355288 -6.4779725071254575, -36.157544468002754 -6.478218147949121, -36.15778096272123 -6.478884078837098, -36.158464314376545 -6.47866761831591, -36.15821867355288 -6.4779725071254575)))"
12912336,6600,PD,SE PEDRA LAVRADA, ,0.0022800352955011753,3.357343713589616e-07,"MULTIPOLYGON (((-36.46773416929642 -6.754025384264025, -36.46773416929642 -6.754025384264025, -36.46716149720527 -6.753808852696352, -36.46704692447594 -6.75409257351339, -36.46715310023535 -6.754414767327603, -36.46719100935758 -6.7544786776488195, -36.46749785714036 -6.754597669646671, -36.46773416929642 -6.754025384264025)))"
12912337,6600,PD,SE MATARACA, ,0.0028967034808093694,4.477155266052323e-07,"MULTIPOLYGON (((-35.05899926030759 -6.592707732275983, -35.058824829602145 -6.5926587003386885, -35.05836903610208 -6.592821066638862, -35.05821590134275 -6.593251707899981, -35.05829152443425 -6.593286963122807, -35.05819723411503 -6.593512116490956, -35.058565532573255 -6.593662952583145, -35.05899926030759 -6.592707732275983)))"
35863491,6600,PD,SE BOA VISTA, ,0.002655295075663263,4.2193361276178294e-07,"MULTIPOLYGON (((-36.24166078391801 -7.288783558914076, -36.24167665515347 -7.288807328895075, -36.24166510695909 -7.288860749523906, -36.24162116338596 -7.288884425975425, -36.241553431845375 -7.289201886657679, -36.24227949859994 -7.289253664225157, -36.24242686061109 -7.288685317873046, -36.24170542536507 -7.288630948459456, -36.24166078391801 -7.288783558914076)))"
58561573,6600,PD,SE POCINHOS, ,0.002234419520783634,2.89812249618334e-07,"MULTIPOLYGON (((-36.0974548337735 -7.113141160935754, -36.097839544859085 -7.112760235996063, -36.0978321677203 -7.11275395513087, -36.097829468854854 -7.112751589913898, -36.09781156784953 -7.112736028045219, -36.09780396767894 -7.112736432740121, -36.097796365709655 -7.112737198063201, -36.09779283676994 -7.112737446276071, -36.09777254536664 -7.1127424689897225, -36.09775784684712 -7.11274978497454, -36.09772724741447 -7.112711196864211, -36.09774200349062 -7.112665844952744, -36.097742921698455 -7.112649317212174, -36.09773633146648 -7.112632923470585, -36.09754315888961 -7.112399251724014, -36.09749280045236 -7.112338494425956, -36.097108321391886 -7.11272574519694, -36.0974548337735 -7.113141160935754)))"
125389094,6600,PD,DERIVAÇÃO JAPUNGU, ,0.0024456012651910605,3.7300709471375657e-07,"MULTIPOLYGON (((-35.03649651490218 -6.9844796056492555, -35.03594227531573 -6.984288666988334, -35.035747135022234 -6.984861273428976, -35.03633252712439 -6.985085415959134, -35.03649651490218 -6.9844796056492555)))"
125389096,6600,PD,DERIVAÇÃO POTY, ,0.0011210171933039798,7.817143299870514e-08,"MULTIPOLYGON (((-35.03792369222458 -7.4931737870405755, -35.03815594484092 -7.493049534008719, -35.03801777210248 -7.492780072842038, -35.03779131201941 -7.492913673427267, -35.03792369222458 -7.4931737870405755)))"
125389097,6600,PD,DERIVAÇÃO VÁRZEA DE SOUZA, ,0.0010827677658020933,7.326595622617283e-08,"MULTIPOLYGON (((-38.169459137529145 -6.88353356941866, -38.16935865447829 -6.8832852890847676, -38.16910604930467 -6.883390767869571, -38.169210602687144 -6.8836404124750175, -38.169459137529145 -6.88353356941866)))"
157319343,6600,PD,DERIVAÇÃO TEXNOR, ,0.0010540246031552505,6.81775902728906e-08,"MULTIPOLYGON (((-34.9884958518021 -7.146883046915036, -34.98827577870418 -7.146932477251994, -34.98832747713129 -7.1472303686865075, -34.9885537996181 -7.147168810092467, -34.9884958518021 -7.146883046915036)))"
12873469,6600,O,MEDIÇÃO - NOVA CRUZ, ,0.00043755622177763583,1.1784981205888199e-08,"MULTIPOLYGON (((-35.440057158511024 -6.488371860772702, -35.439939926486375 -6.4883546027826355, -35.43994843946888 -6.488479083342952, -35.440051837222484 -6.488461029452878, -35.440057158511024 -6.488371860772702)))"
157491038,6600,PD,DERIVAÇÃO INDAIÁ SANTA RITA, ,0.001375954379016111,1.0566123838254735e-07,"MULTIPOLYGON (((-35.031502966288826 -7.221821497164342, -35.031563175899805 -7.221394610572759, -35.03132886833254 -7.221319740213801, -35.031279214963774 -7.221790037979815, -35.031502966288826 -7.221821497164342)))"
157551154,6600,PD,DERIVAÇÃO CAGEPA GRAMAME, ,0.0012289576143758429,9.616542814968825e-08,"MULTIPOLYGON (((-34.92957798563549 -7.2398716541534895, -34.92939944412899 -7.2399002840708135, -34.929303351568365 -7.239934705622147, -34.9293090838471 -7.239960474796021, -34.929322045775734 -7.240056602430229, -34.92937252382285 -7.240140883295055, -34.92952887995381 -7.240298573120583, -34.92955686056064 -7.24030216231489, -34.92958030948364 -7.240297138701919, -34.929643190081094 -7.240197810380607, -34.92957798563549 -7.2398716541534895)))"
157624152,6600,PD,DERIVAÇÃO SANTA MARTA, ,0.0010032145652150613,5.6296241071618373e-08,"MULTIPOLYGON (((-34.901681066128276 -7.195083161658545, -34.90143800725821 -7.1951555157144185, -34.9014946780369 -7.195334054522959, -34.90158431616322 -7.195302734733389, -34.90160530004454 -7.195370597574993, -34.901749731165125 -7.19531459409319, -34.901681066128276 -7.195083161658545)))"
188425020,6600,O,Medição de Fronteira Mauriti, ,0.00045157118119953916,1.2719275493577991e-08,"MULTIPOLYGON (((-38.55207403199091 -7.3177649034275305, -38.551960965625995 -7.317764791012223, -38.551970903134645 -7.3178847452847435, -38.55207754474287 -7.317875986787328, -38.55207403199091 -7.3177649034275305)))"
245930311,6600,PD,SED SOLEDADE, ,0.001976799580025173,2.0722863638873845e-07,"MULTIPOLYGON (((-36.363604339668484 -7.072411678456149, -36.363606662617315 -7.072644979682025, -36.363645569987 -7.0726410595372045, -36.36370422197223 -7.072627993287199, -36.36373859046353 -7.072620851770864, -36.36375590511091 -7.072616524233183, -36.36377071334772 -7.0726052008693046, -36.36377535834606 -7.072595328111845, -36.363776810751176 -7.0725819722801475, -36.36377971376271 -7.0725662926003, -36.36383488177432 -7.072566003018551, -36.36384156013986 -7.072579939812329, -36.36385288350374 -7.072590102151423, -36.36386565927273 -7.07259445756813, -36.36387785407965 -7.072593006062334, -36.36392140734705 -7.072586037215785, -36.36396118615977 -7.072578197825521, -36.36399196365818 -7.072571519459984, -36.36407849013017 -7.072562227664605, -36.36407326327043 -7.072446376099322, -36.36408052259799 -7.072280583382167, -36.36407471477622 -7.072270711524084, -36.36406251996925 -7.072264033158547, -36.36403813035537 -7.072266065626366, -36.36403493686282 -7.07221322056364, -36.364049744200315 -7.072210607133741, -36.36406426195606 -7.072205381173376, -36.364072682308404 -7.072196379859008, -36.36407645766235 -7.072187959506664, -36.364080232116976 -7.072178959091616, -36.364082555065806 -7.072103756882825, -36.363868272702575 -7.072143970967431, -36.36361217905875 -7.072195073144087, -36.363604339668484 -7.072411678456149)))"
325807250,6600,PD,SEDE EPB, ,0.00041275731260900566,9.786254652026503e-09,"MULTIPOLYGON (((-34.87742197084725 -7.168767760223886, -34.877433330183976 -7.168840678154709, -34.87756395131527 -7.168822090966671, -34.877553769191024 -7.168748912232445, -34.87742197084725 -7.168767760223886)))"
422267667,6600,PD,SE BAYEUX, ,0.0016983762262958468,1.64825206275346e-07,"MULTIPOLYGON (((-34.935877534220765 -7.136774315482228, -34.93580518646013 -7.136782701660309, -34.935724283448906 -7.136736869510855, -34.935733715538504 -7.136691834160786, -34.935526981185205 -7.136572702767978, -34.93532489452821 -7.136949917104971, -34.93567552670413 -7.137142506921123, -34.935877534220765 -7.136774315482228)))"
476234715,6600,PD,SE ALTIPLANO, ,0.0017990743050978063,1.901290131487952e-07,"MULTIPOLYGON (((-34.821871125052326 -7.142171324247158, -34.82151914389334 -7.142157303816475, -34.82149740098424 -7.1427006184387665, -34.82162399854866 -7.142705647447599, -34.82183548312099 -7.142733280016785, -34.821871125052326 -7.142171324247158)))"
613174617,6600,PD,SE CATOLE  - 69/13.8 KV, ,0.0032087437773764054,5.738048978582262e-07,"MULTIPOLYGON (((-35.88381756412923 -7.247632129818896, -35.883536232810854 -7.247594701833975, -35.88343107418467 -7.248666808826101, -35.88397327184896 -7.248705665833768, -35.88406929785975 -7.247659148151115, -35.88381756412923 -7.247632129818896)))"
613174618,6600,PD,SE CAMPINA GRANDE I - 69/13.8 KV, ,0.003612193352153154,8.152290476351022e-07,"MULTIPOLYGON (((-35.867966948315996 -7.22957389961573, -35.86744553488347 -7.230303136480529, -35.86815136599273 -7.230834868734178, -35.86870769650295 -7.23009214113938, -35.867966948315996 -7.22957389961573)))"
613174619,6600,PD,SE BELA VISTA - 69/13.8 KV, ,0.0037586455737581292,7.316750523013382e-07,"MULTIPOLYGON (((-35.904087658018966 -7.220805319909516, -35.90393445940771 -7.220195646112131, -35.90373701774911 -7.220245587264003, -35.903755309959536 -7.220299302870501, -35.90353594642676 -7.220355050944818, -35.90352538478862 -7.220311425731666, -35.902758411471495 -7.2205065444414345, -35.90292217172083 -7.221091030026969, -35.904087658018966 -7.220805319909516)))"
613174620,6600,PD,ALTO BRANCO, ,0.0024718725756014952,3.9762347413695224e-07,"MULTIPOLYGON (((-35.872666471680304 -7.204050567079946, -35.872500378589564 -7.204160895009238, -35.87229834679124 -7.204579083357942, -35.87284181249959 -7.204872844206363, -35.87315311552379 -7.204321175781615, -35.872666471680304 -7.204050567079946)))"
613174622,6600,PD,"SE - CAMPINA GRANDE II - 69/13,8", ,0.015125340828093872,1.1479879116237013e-05,"MULTIPOLYGON (((-35.90738007782829 -7.263750778675444, -35.90749057752811 -7.2674323081544685, -35.907455098374044 -7.26748779992198, -35.90746380561012 -7.267709078111409, -35.90749971284146 -7.267736421998222, -35.90750133701704 -7.2677899091769405, -35.90919289793385 -7.267735238490445, -35.90920964331036 -7.268024770726527, -35.90992285965223 -7.268022860566532, -35.910547001742714 -7.268082669979208, -35.910705273429585 -7.267889628703358, -35.910737449373755 -7.267788045781629, -35.9106589655388 -7.267134240452776, -35.91053537710593 -7.267136830500306, -35.91036042119646 -7.2670313058500255, -35.91028572170865 -7.266961874590777, -35.91023202678656 -7.266837033402339, -35.910120400236224 -7.264600503110671, -35.909579262872626 -7.2646265330880055, -35.909570584414894 -7.264109603675195, -35.90929921308816 -7.2641077537697925, -35.909205152096035 -7.263390611887189, -35.90738007782829 -7.263750778675444)))"
613174623,6600,PD,SE_QUEIMADAS, ,0.0017616427329075332,1.9270399645150542e-07,"MULTIPOLYGON (((-35.9170891955099 -7.3717123506444295, -35.91669547411681 -7.371627857539522, -35.91656655630146 -7.372077327906311, -35.9169681179842 -7.372174887261167, -35.9170891955099 -7.3717123506444295)))"
613174624,6600,PD,SE AEREO CLUBE, ,0.0024891470257717885,3.892784832581613e-07,"MULTIPOLYGON (((-35.89272794533838 -7.26374688281237, -35.892754514009596 -7.26348754981052, -35.892119289573486 -7.263424030694409, -35.89204727366268 -7.2640175400773614, -35.892675484286144 -7.2641014261398595, -35.892701123058316 -7.2639379257946075, -35.89272794533838 -7.26374688281237)))"
613174629,6600,PD,SE BORBOREMA, ,0.0016369993038551699,1.6481917183035606e-07,"MULTIPOLYGON (((-35.93776172342473 -7.231797364556655, -35.93776934158183 -7.231432200235815, -35.93729517852961 -7.231416816432898, -35.93732963515447 -7.231780095774752, -35.93776172342473 -7.231797364556655)))"
613174631,6600,PD,SE ALPARGATAS, ,0.001014052156482465,6.347874603365834e-08,"MULTIPOLYGON (((-35.89130673861507 -7.266389376968107, -35.891032657631 -7.26637421799569, -35.89099664967557 -7.266598347935371, -35.89127648002551 -7.266619327320029, -35.89130673861507 -7.266389376968107)))"
12873412,6600,PD,SE TAMBAÚ, ,0.003106904227913412,3.8747977460233683e-07,"MULTIPOLYGON (((-34.834435694551644 -7.115528173886048, -34.83445547693867 -7.115348081049035, -34.83445547424071 -7.115328411976577, -34.83443573592041 -7.115293586629662, -34.83440146185791 -7.11526801440732, -34.83435098920677 -7.1152558303921865, -34.834174372249436 -7.11519893028634, -34.83341486330528 -7.114843542495464, -34.833410800168224 -7.114993371346941, -34.83357625204235 -7.115176306940953, -34.83372553050879 -7.115309832882417, -34.83383876594627 -7.115383575491592, -34.83420095081317 -7.115706420414938, -34.83424881273248 -7.115777679096539, -34.83428666339876 -7.115827283901979, -34.83431918827989 -7.115846434065645, -34.834355846445135 -7.115808057295965, -34.834435694551644 -7.115528173886048)))"
12873413,6600,PD,SE SAPÉ, ,0.0036791807251233357,8.485018766840518e-07,"MULTIPOLYGON (((-35.222429840664574 -7.086947672497047, -35.22150825230398 -7.086985998904652, -35.22152349581262 -7.087560466941966, -35.22153177137409 -7.08788232620833, -35.22154919214148 -7.0878940857434145, -35.221570969224786 -7.087900183146871, -35.22160058569841 -7.08789887643195, -35.2219472698506 -7.087879712778488, -35.222462941111814 -7.087871002844452, -35.222429840664574 -7.086947672497047)))"
12873414,6600,PD,SE CRUZ DO PEIXE, ,0.003035756346279236,4.57505289937141e-07,"MULTIPOLYGON (((-34.86762063848164 -7.1183229700289985, -34.86728913758361 -7.11790819640612, -34.86655733765099 -7.11840504215894, -34.86659022675752 -7.1184545111667035, -34.866644685203994 -7.118536385445793, -34.86654230458362 -7.11860079579003, -34.86648600522494 -7.118643602620125, -34.86648763119916 -7.1186436170092975, -34.8671561332489 -7.118657989074904, -34.867156494776395 -7.118657991772864, -34.86716738106975 -7.118652765812442, -34.8671955064674 -7.118639122197692, -34.86722118211185 -7.118626628815832, -34.867226352314276 -7.118624239317171, -34.86724199422264 -7.118622574672031, -34.867254495698376 -7.1185883995349855, -34.867298154186415 -7.118534832316584, -34.86748778613236 -7.118400822539854, -34.867502987372916 -7.11840799643187, -34.86753136637941 -7.118406356068419, -34.86758573399436 -7.118367320995048, -34.867595371129426 -7.118360369235631, -34.86761606093245 -7.118329696058595, -34.86762063848164 -7.1183229700289985)))"
12873415,6600,PD,SE MUSSURE I, ,0.004793521321308093,1.1459117733391418e-06,"MULTIPOLYGON (((-34.89410100525714 -7.180234083036453, -34.894290779296 -7.179595222641353, -34.894304841994824 -7.179548427318025, -34.89369897322899 -7.178895490734249, -34.893528952798874 -7.179417225224711, -34.89358725674646 -7.179433989486995, -34.89356147138477 -7.179508470439487, -34.89351414276342 -7.179507054007274, -34.893155178368715 -7.18062515502686, -34.89333814633835 -7.1808345100045585, -34.89343609959627 -7.180842516668747, -34.89410100525714 -7.180234083036453)))"
12873416,6600,PD,SE ILHA DO BISPO, ,0.0032705473289092067,6.604397828311392e-07,"MULTIPOLYGON (((-34.904891607161915 -7.131051113617957, -34.904266590930376 -7.130408063281436, -34.90375207439865 -7.130900231660291, -34.904363753684265 -7.131580069664437, -34.904891607161915 -7.131051113617957)))"
12873417,6600,PD,SE SANTA RITA, ,0.0025937351888419852,3.933121608695944e-07,"MULTIPOLYGON (((-34.9629699454066 -7.118067927692664, -34.962821128292376 -7.117998587264935, -34.96233811501196 -7.118034884802057, -34.962442934593696 -7.118754382908378, -34.96264053992894 -7.118699618692403, -34.96261670249879 -7.118646529913406, -34.96266689995741 -7.118619355099099, -34.96270831733494 -7.118666190891929, -34.96303508060447 -7.118552996823325, -34.9629699454066 -7.118067927692664)))"
12873418,6600,PD,SE BESSA, ,0.0032277711223291164,4.722701836668244e-07,"MULTIPOLYGON (((-34.85061705493308 -7.086166322617657, -34.85038247397193 -7.08615754793243, -34.850325715959 -7.0862118993596255, -34.85028856496524 -7.0861445275478445, -34.85021635749888 -7.086138829443371, -34.85013769559811 -7.0873372534114765, -34.85048281492993 -7.087358025052765, -34.8505024687139 -7.087281416304279, -34.850544373523974 -7.087251835803556, -34.85061705493308 -7.086166322617657)))"
12873419,6600,PD,SE ITABAIANA, ,0.0023469644955197515,3.340953211340939e-07,"MULTIPOLYGON (((-35.33829813605007 -7.338343950412934, -35.33781558771915 -7.338459721938591, -35.33797874092613 -7.339107808478559, -35.338479981665785 -7.338984336058218, -35.33832587294063 -7.338479414393419, -35.33829813605007 -7.338343950412934)))"
12873420,6600,PD,SE CABEDELO, ,0.0035057334347754626,7.607392020617513e-07,"MULTIPOLYGON (((-34.84008792821527 -7.0267588961061165, -34.839456088827376 -7.026924528743962, -34.83927687462801 -7.026959387365764, -34.83921971012148 -7.026989556023125, -34.839579458724984 -7.027785576543067, -34.84044153714717 -7.027504245224691, -34.84008792821527 -7.0267588961061165)))"
12873421,6600,O,MEDIÇÃO CELP/SAELPA, ,0.0005129121456443148,1.6013416557238954e-08,"MULTIPOLYGON (((-35.509323378670956 -7.497116678391933, -35.509177067067924 -7.497118675786226, -35.509204910078495 -7.497235015683373, -35.509342975797665 -7.4972232912218715, -35.509323378670956 -7.497116678391933)))"
12873423,6600,PD,DERIVAÇÃO MANAIRA SHOPPING, ,0.0011330677739233366,5.3860158861558865e-08,"MULTIPOLYGON (((-34.84752136811659 -7.099518022838424, -34.847539302396854 -7.099341517397079, -34.84737152397662 -7.099296163686972, -34.8473685858915 -7.099261309561712, -34.84719843775764 -7.099218369632013, -34.84715664896015 -7.099375712319215, -34.84746736832432 -7.09944598804185, -34.84752136811659 -7.099518022838424)))"
12873424,6600,O,CERAMICA ELIZABETH  PARTICULAR, ,0.000266173989811777,4.4189055449520015e-09,"MULTIPOLYGON (((-34.90857265370494 -7.180140662361623, -34.908573222076484 -7.180077143245512, -34.908503659516214 -7.180076521813987, -34.90850309114472 -7.180140040930098, -34.90857265370494 -7.180140662361623)))"
12873425,6600,PD,SE CATOLE DO ROCHA, ,0.0038531635484538368,7.84865405412458e-07,"MULTIPOLYGON (((-37.74419297232777 -6.347911206536878, -37.74418592793819 -6.347871123753293, -37.74424642353358 -6.347825507441144, -37.74419406860136 -6.3473469494021515, -37.743301436611944 -6.347481259552467, -37.743356066828994 -6.347916049386129, -37.743419514898676 -6.348405035064275, -37.74380665954965 -6.348340947576617, -37.74410849091407 -6.3483799367846245, -37.74406321634433 -6.348038412942344, -37.74428414739543 -6.348000421082531, -37.744269869758625 -6.3479237835557, -37.74419297232777 -6.347911206536878)))"
12873426,6600,PD,SE PAULISTA, ,0.0025432865812239805,3.6115748061771996e-07,"MULTIPOLYGON (((-37.61234992231101 -6.603468891276236, -37.612039681386136 -6.603028783751313, -37.61161114633728 -6.603595431284077, -37.611901325185954 -6.60402996750895, -37.61199867320016 -6.603919274454881, -37.611980988032144 -6.603904845732018, -37.611970188073656 -6.603886005834454, -37.612014700018335 -6.603847423120044, -37.61203340591692 -6.603852721026215, -37.612049878798814 -6.6038478826736196, -37.61206074800509 -6.603841944450153, -37.61234992231101 -6.603468891276236)))"
12873427,6600,PD,SE TEIXEIRA, ,0.0026544210491379287,3.8194321210609257e-07,"MULTIPOLYGON (((-37.24387241448028 -7.2228734494501055, -37.24372672880543 -7.2223108128936815, -37.243199442800005 -7.222440892633017, -37.243079235818016 -7.223072124978557, -37.243213380493046 -7.223036701582487, -37.24338788404356 -7.22298922906964, -37.243426936204116 -7.22298037254609, -37.24346729597886 -7.22297108165003, -37.24349052456802 -7.222957580128195, -37.243503880399714 -7.222942626201188, -37.24351273692321 -7.222928398926399, -37.24351230075206 -7.222912864936745, -37.243505768076716 -7.222889056284885, -37.24361966001925 -7.222861108952941, -37.24363229009805 -7.2228714169822865, -37.24365188992272 -7.222880563087472, -37.243682812211944 -7.222890725426566, -37.243705605529215 -7.22289682283008, -37.24371968711381 -7.222901323936924, -37.243736673508636 -7.222904372638652, -37.24387241448028 -7.2228734494501055)))"
